read name: @SOMEREAD_83, chromosome: Chromosome_2, strand: +, position: 1707 
read name: @SOMEREAD_4599, chromosome: Chromosome_1, strand: +, position: 214828 
read name: @SOMEREAD_3077, chromosome: Chromosome_2, strand: +, position: 75476 
read name: @SOMEREAD_907, chromosome: Chromosome_2, strand: +, position: 89414 
read name: @SOMEREAD_3511, chromosome: Chromosome_2, strand: +, position: 99144 
read name: @SOMEREAD_59, chromosome: Chromosome_2, strand: +, position: 62681 
read name: @SOMEREAD_3099, chromosome: Chromosome_1, strand: +, position: 51251 
read name: @SOMEREAD_3142, chromosome: Chromosome_0, strand: +, position: 478619 
read name: @SOMEREAD_4092, chromosome: Chromosome_2, strand: +, position: 43678 
read name: @SOMEREAD_1863, chromosome: Chromosome_1, strand: +, position: 158066 
read name: @SOMEREAD_5868, chromosome: Chromosome_0, strand: +, position: 352984 
read name: @SOMEREAD_6295, chromosome: Chromosome_2, strand: +, position: 26832 
read name: @SOMEREAD_8049, chromosome: Chromosome_0, strand: +, position: 116554 
read name: @SOMEREAD_1693, chromosome: Chromosome_1, strand: +, position: 99336 
read name: @SOMEREAD_6998, chromosome: Chromosome_2, strand: +, position: 26138 
read name: @SOMEREAD_6400, chromosome: Chromosome_1, strand: +, position: 138831 
read name: @SOMEREAD_2039, chromosome: Chromosome_1, strand: +, position: 82179 
read name: @SOMEREAD_5729, chromosome: Chromosome_0, strand: +, position: 114030 
read name: @SOMEREAD_9112, chromosome: Chromosome_2, strand: +, position: 40841 
read name: @SOMEREAD_4079, chromosome: Chromosome_2, strand: +, position: 36406 
read name: @SOMEREAD_1134, chromosome: Chromosome_0, strand: +, position: 129445 
read name: @SOMEREAD_2734, chromosome: Chromosome_1, strand: +, position: 248137 
read name: @SOMEREAD_23, chromosome: Chromosome_2, strand: +, position: 39800 
read name: @SOMEREAD_4383, chromosome: Chromosome_1, strand: +, position: 145930 
read name: @SOMEREAD_5606, chromosome: Chromosome_0, strand: +, position: 88897 
read name: @SOMEREAD_6304, chromosome: Chromosome_0, strand: +, position: 268961 
read name: @SOMEREAD_1767, chromosome: Chromosome_1, strand: +, position: 87325 
read name: @SOMEREAD_1252, chromosome: Chromosome_2, strand: +, position: 17550 
read name: @SOMEREAD_6935, chromosome: Chromosome_1, strand: +, position: 216650 
read name: @SOMEREAD_4584, chromosome: Chromosome_1, strand: +, position: 109057 
read name: @SOMEREAD_8581, chromosome: Chromosome_1, strand: +, position: 154214 
read name: @SOMEREAD_4651, chromosome: Chromosome_1, strand: +, position: 225144 
read name: @SOMEREAD_8991, chromosome: Chromosome_1, strand: +, position: 211309 
read name: @SOMEREAD_5596, chromosome: Chromosome_0, strand: +, position: 417542 
read name: @SOMEREAD_6035, chromosome: Chromosome_0, strand: +, position: 406314 
read name: @SOMEREAD_2365, chromosome: Chromosome_1, strand: +, position: 15347 
read name: @SOMEREAD_1841, chromosome: Chromosome_1, strand: +, position: 191641 
read name: @SOMEREAD_648, chromosome: Chromosome_1, strand: +, position: 191641 
read name: @SOMEREAD_1590, chromosome: Chromosome_2, strand: +, position: 35422 
read name: @SOMEREAD_4052, chromosome: Chromosome_0, strand: +, position: 119299 
read name: @SOMEREAD_4524, chromosome: Chromosome_0, strand: +, position: 46373 
read name: @SOMEREAD_1453, chromosome: Chromosome_0, strand: +, position: 66428 
read name: @SOMEREAD_8331, chromosome: Chromosome_1, strand: +, position: 31085 
read name: @SOMEREAD_6725, chromosome: Chromosome_1, strand: +, position: 31771 
read name: @SOMEREAD_4544, chromosome: Chromosome_1, strand: +, position: 240177 
read name: @SOMEREAD_9769, chromosome: Chromosome_2, strand: +, position: 73530 
read name: @SOMEREAD_7469, chromosome: Chromosome_0, strand: +, position: 333358 
read name: @SOMEREAD_4285, chromosome: Chromosome_1, strand: +, position: 47366 
read name: @SOMEREAD_7841, chromosome: Chromosome_0, strand: +, position: 346660 
read name: @SOMEREAD_9764, chromosome: Chromosome_2, strand: +, position: 68356 
read name: @SOMEREAD_8600, chromosome: Chromosome_1, strand: +, position: 225345 
read name: @SOMEREAD_3143, chromosome: Chromosome_1, strand: +, position: 24542 
read name: @SOMEREAD_9795, chromosome: Chromosome_0, strand: +, position: 360755 
read name: @SOMEREAD_4934, chromosome: Chromosome_2, strand: +, position: 70144 
read name: @SOMEREAD_7201, chromosome: Chromosome_1, strand: +, position: 134492 
read name: @SOMEREAD_1299, chromosome: Chromosome_0, strand: +, position: 133844 
read name: @SOMEREAD_1918, chromosome: Chromosome_2, strand: +, position: 54660 
read name: @SOMEREAD_4922, chromosome: Chromosome_0, strand: +, position: 147733 
read name: @SOMEREAD_5763, chromosome: Chromosome_0, strand: +, position: 497937 
read name: @SOMEREAD_2180, chromosome: Chromosome_0, strand: +, position: 157257 
read name: @SOMEREAD_1923, chromosome: Chromosome_2, strand: +, position: 27050 
read name: @SOMEREAD_3485, chromosome: Chromosome_2, strand: +, position: 46872 
read name: @SOMEREAD_2293, chromosome: Chromosome_2, strand: +, position: 77912 
read name: @SOMEREAD_7259, chromosome: Chromosome_1, strand: +, position: 203907 
read name: @SOMEREAD_7162, chromosome: Chromosome_0, strand: +, position: 405077 
read name: @SOMEREAD_1570, chromosome: Chromosome_1, strand: +, position: 27230 
read name: @SOMEREAD_522, chromosome: Chromosome_2, strand: +, position: 63084 
read name: @SOMEREAD_3058, chromosome: Chromosome_2, strand: +, position: 98722 
read name: @SOMEREAD_6488, chromosome: Chromosome_2, strand: +, position: 62950 
read name: @SOMEREAD_1922, chromosome: Chromosome_2, strand: +, position: 59191 
read name: @SOMEREAD_7550, chromosome: Chromosome_2, strand: +, position: 15258 
read name: @SOMEREAD_7894, chromosome: Chromosome_2, strand: +, position: 42005 
read name: @SOMEREAD_937, chromosome: Chromosome_2, strand: +, position: 22607 
read name: @SOMEREAD_5637, chromosome: Chromosome_2, strand: +, position: 11574 
read name: @SOMEREAD_3121, chromosome: Chromosome_2, strand: +, position: 10359 
read name: @SOMEREAD_1813, chromosome: Chromosome_0, strand: +, position: 159323 
read name: @SOMEREAD_9960, chromosome: Chromosome_0, strand: +, position: 47196 
read name: @SOMEREAD_3689, chromosome: Chromosome_1, strand: +, position: 220615 
read name: @SOMEREAD_667, chromosome: Chromosome_1, strand: +, position: 57759 
read name: @SOMEREAD_7332, chromosome: Chromosome_2, strand: +, position: 84827 
read name: @SOMEREAD_7739, chromosome: Chromosome_2, strand: +, position: 7841 
read name: @SOMEREAD_8549, chromosome: Chromosome_1, strand: +, position: 202784 
read name: @SOMEREAD_5340, chromosome: Chromosome_0, strand: +, position: 201561 
read name: @SOMEREAD_5416, chromosome: Chromosome_0, strand: +, position: 273797 
read name: @SOMEREAD_2255, chromosome: Chromosome_2, strand: +, position: 59032 
read name: @SOMEREAD_7264, chromosome: Chromosome_2, strand: +, position: 76227 
read name: @SOMEREAD_9800, chromosome: Chromosome_1, strand: +, position: 186883 
read name: @SOMEREAD_5924, chromosome: Chromosome_2, strand: +, position: 5932 
read name: @SOMEREAD_4030, chromosome: Chromosome_2, strand: +, position: 49697 
read name: @SOMEREAD_5233, chromosome: Chromosome_2, strand: +, position: 61090 
read name: @SOMEREAD_2612, chromosome: Chromosome_0, strand: +, position: 118330 
read name: @SOMEREAD_2848, chromosome: Chromosome_0, strand: +, position: 148138 
read name: @SOMEREAD_4303, chromosome: Chromosome_0, strand: +, position: 295444 
read name: @SOMEREAD_2459, chromosome: Chromosome_0, strand: +, position: 381690 
read name: @SOMEREAD_8449, chromosome: Chromosome_0, strand: +, position: 3629 
read name: @SOMEREAD_8443, chromosome: Chromosome_2, strand: +, position: 76071 
read name: @SOMEREAD_5181, chromosome: Chromosome_0, strand: +, position: 18322 
read name: @SOMEREAD_2026, chromosome: Chromosome_2, strand: +, position: 53444 
read name: @SOMEREAD_5184, chromosome: Chromosome_0, strand: +, position: 137623 
read name: @SOMEREAD_2055, chromosome: Chromosome_0, strand: +, position: 455495 
read name: @SOMEREAD_6322, chromosome: Chromosome_1, strand: +, position: 211746 
read name: @SOMEREAD_3235, chromosome: Chromosome_1, strand: +, position: 244621 
read name: @SOMEREAD_7867, chromosome: Chromosome_1, strand: +, position: 229714 
read name: @SOMEREAD_2390, chromosome: Chromosome_1, strand: +, position: 16471 
read name: @SOMEREAD_2302, chromosome: Chromosome_1, strand: +, position: 16397 
read name: @SOMEREAD_3325, chromosome: Chromosome_1, strand: +, position: 169000 
read name: @SOMEREAD_8485, chromosome: Chromosome_0, strand: +, position: 405315 
read name: @SOMEREAD_3871, chromosome: Chromosome_0, strand: +, position: 402891 
read name: @SOMEREAD_1121, chromosome: Chromosome_1, strand: +, position: 103695 
read name: @SOMEREAD_7382, chromosome: Chromosome_1, strand: +, position: 42862 
read name: @SOMEREAD_142, chromosome: Chromosome_2, strand: +, position: 39635 
read name: @SOMEREAD_8586, chromosome: Chromosome_2, strand: +, position: 85289 
read name: @SOMEREAD_321, chromosome: Chromosome_2, strand: +, position: 570 
read name: @SOMEREAD_1097, chromosome: Chromosome_0, strand: +, position: 77615 
read name: @SOMEREAD_3424, chromosome: Chromosome_1, strand: +, position: 197820 
read name: @SOMEREAD_7744, chromosome: Chromosome_0, strand: +, position: 280984 
read name: @SOMEREAD_2645, chromosome: Chromosome_0, strand: +, position: 330843 
read name: @SOMEREAD_2913, chromosome: Chromosome_2, strand: +, position: 90144 
read name: @SOMEREAD_6201, chromosome: Chromosome_1, strand: +, position: 168159 
read name: @SOMEREAD_8697, chromosome: Chromosome_1, strand: +, position: 45000 
read name: @SOMEREAD_3982, chromosome: Chromosome_1, strand: +, position: 233986 
read name: @SOMEREAD_2309, chromosome: Chromosome_2, strand: +, position: 26620 
read name: @SOMEREAD_968, chromosome: Chromosome_1, strand: +, position: 109158 
read name: @SOMEREAD_4270, chromosome: Chromosome_0, strand: +, position: 140294 
read name: @SOMEREAD_6682, chromosome: Chromosome_2, strand: +, position: 97046 
read name: @SOMEREAD_8095, chromosome: Chromosome_1, strand: +, position: 5907 
read name: @SOMEREAD_3043, chromosome: Chromosome_0, strand: +, position: 168813 
read name: @SOMEREAD_5279, chromosome: Chromosome_2, strand: +, position: 85574 
read name: @SOMEREAD_3539, chromosome: Chromosome_1, strand: +, position: 240439 
read name: @SOMEREAD_8063, chromosome: Chromosome_0, strand: +, position: 87376 
read name: @SOMEREAD_1378, chromosome: Chromosome_0, strand: +, position: 455366 
read name: @SOMEREAD_538, chromosome: Chromosome_1, strand: +, position: 56420 
read name: @SOMEREAD_6136, chromosome: Chromosome_0, strand: +, position: 300707 
read name: @SOMEREAD_5128, chromosome: Chromosome_1, strand: +, position: 241062 
read name: @SOMEREAD_4737, chromosome: Chromosome_2, strand: +, position: 99794 
read name: @SOMEREAD_7770, chromosome: Chromosome_1, strand: +, position: 187232 
read name: @SOMEREAD_6406, chromosome: Chromosome_1, strand: +, position: 47529 
read name: @SOMEREAD_2562, chromosome: Chromosome_1, strand: +, position: 176851 
read name: @SOMEREAD_3495, chromosome: Chromosome_2, strand: +, position: 38463 
read name: @SOMEREAD_4393, chromosome: Chromosome_1, strand: +, position: 3303 
read name: @SOMEREAD_4180, chromosome: Chromosome_0, strand: +, position: 210023 
read name: @SOMEREAD_1216, chromosome: Chromosome_1, strand: +, position: 130037 
read name: @SOMEREAD_6186, chromosome: Chromosome_1, strand: +, position: 17096 
read name: @SOMEREAD_5095, chromosome: Chromosome_0, strand: +, position: 191879 
read name: @SOMEREAD_3435, chromosome: Chromosome_1, strand: +, position: 54554 
read name: @SOMEREAD_505, chromosome: Chromosome_2, strand: +, position: 87942 
read name: @SOMEREAD_5528, chromosome: Chromosome_0, strand: +, position: 169401 
read name: @SOMEREAD_3807, chromosome: Chromosome_1, strand: +, position: 116481 
read name: @SOMEREAD_1759, chromosome: Chromosome_2, strand: +, position: 58299 
read name: @SOMEREAD_9930, chromosome: Chromosome_0, strand: +, position: 16370 
read name: @SOMEREAD_170, chromosome: Chromosome_0, strand: +, position: 342695 
read name: @SOMEREAD_9575, chromosome: Chromosome_0, strand: +, position: 198750 
read name: @SOMEREAD_9029, chromosome: Chromosome_1, strand: +, position: 121943 
read name: @SOMEREAD_6163, chromosome: Chromosome_2, strand: +, position: 67731 
read name: @SOMEREAD_8002, chromosome: Chromosome_2, strand: +, position: 72904 
read name: @SOMEREAD_9319, chromosome: Chromosome_0, strand: +, position: 42532 
read name: @SOMEREAD_7381, chromosome: Chromosome_1, strand: +, position: 173522 
read name: @SOMEREAD_2679, chromosome: Chromosome_0, strand: +, position: 182224 
read name: @SOMEREAD_5791, chromosome: Chromosome_2, strand: +, position: 99580 
read name: @SOMEREAD_5343, chromosome: Chromosome_2, strand: +, position: 22238 
read name: @SOMEREAD_5692, chromosome: Chromosome_0, strand: +, position: 13880 
read name: @SOMEREAD_8312, chromosome: Chromosome_0, strand: +, position: 258724 
read name: @SOMEREAD_5856, chromosome: Chromosome_2, strand: +, position: 38997 
read name: @SOMEREAD_1326, chromosome: Chromosome_2, strand: +, position: 15062 
read name: @SOMEREAD_9934, chromosome: Chromosome_2, strand: +, position: 56790 
read name: @SOMEREAD_6465, chromosome: Chromosome_0, strand: +, position: 55659 
read name: @SOMEREAD_2632, chromosome: Chromosome_2, strand: +, position: 16705 
read name: @SOMEREAD_2962, chromosome: Chromosome_2, strand: +, position: 11603 
read name: @SOMEREAD_2610, chromosome: Chromosome_1, strand: +, position: 159458 
read name: @SOMEREAD_6047, chromosome: Chromosome_2, strand: +, position: 9327 
read name: @SOMEREAD_4041, chromosome: Chromosome_1, strand: +, position: 215985 
read name: @SOMEREAD_7506, chromosome: Chromosome_1, strand: +, position: 20325 
read name: @SOMEREAD_197, chromosome: Chromosome_2, strand: +, position: 303 
read name: @SOMEREAD_8211, chromosome: Chromosome_0, strand: +, position: 338430 
read name: @SOMEREAD_5243, chromosome: Chromosome_1, strand: +, position: 9160 
read name: @SOMEREAD_3700, chromosome: Chromosome_2, strand: +, position: 95122 
read name: @SOMEREAD_8119, chromosome: Chromosome_2, strand: +, position: 329 
read name: @SOMEREAD_5867, chromosome: Chromosome_2, strand: +, position: 62605 
read name: @SOMEREAD_9596, chromosome: Chromosome_0, strand: +, position: 22859 
read name: @SOMEREAD_687, chromosome: Chromosome_0, strand: +, position: 156003 
read name: @SOMEREAD_7496, chromosome: Chromosome_1, strand: +, position: 41882 
read name: @SOMEREAD_301, chromosome: Chromosome_0, strand: +, position: 81294 
read name: @SOMEREAD_2081, chromosome: Chromosome_0, strand: +, position: 33904 
read name: @SOMEREAD_338, chromosome: Chromosome_2, strand: +, position: 3163 
read name: @SOMEREAD_3763, chromosome: Chromosome_0, strand: +, position: 216592 
read name: @SOMEREAD_4329, chromosome: Chromosome_2, strand: +, position: 79449 
read name: @SOMEREAD_410, chromosome: Chromosome_2, strand: +, position: 96896 
read name: @SOMEREAD_7068, chromosome: Chromosome_0, strand: +, position: 294106 
read name: @SOMEREAD_2398, chromosome: Chromosome_1, strand: +, position: 121347 
read name: @SOMEREAD_6491, chromosome: Chromosome_2, strand: +, position: 31140 
read name: @SOMEREAD_5525, chromosome: Chromosome_1, strand: +, position: 95904 
read name: @SOMEREAD_5009, chromosome: Chromosome_2, strand: +, position: 16168 
read name: @SOMEREAD_7839, chromosome: Chromosome_0, strand: +, position: 98782 
read name: @SOMEREAD_6885, chromosome: Chromosome_0, strand: +, position: 157409 
read name: @SOMEREAD_1775, chromosome: Chromosome_2, strand: +, position: 44989 
read name: @SOMEREAD_2683, chromosome: Chromosome_0, strand: +, position: 147078 
read name: @SOMEREAD_6193, chromosome: Chromosome_0, strand: +, position: 149630 
read name: @SOMEREAD_4939, chromosome: Chromosome_0, strand: +, position: 384250 
read name: @SOMEREAD_6116, chromosome: Chromosome_0, strand: +, position: 445887 
read name: @SOMEREAD_3833, chromosome: Chromosome_2, strand: +, position: 50978 
read name: @SOMEREAD_91, chromosome: Chromosome_2, strand: +, position: 67357 
read name: @SOMEREAD_8232, chromosome: Chromosome_0, strand: +, position: 425173 
read name: @SOMEREAD_1185, chromosome: Chromosome_0, strand: +, position: 430122 
read name: @SOMEREAD_9483, chromosome: Chromosome_2, strand: +, position: 80050 
read name: @SOMEREAD_4635, chromosome: Chromosome_1, strand: +, position: 117912 
read name: @SOMEREAD_4108, chromosome: Chromosome_0, strand: +, position: 432347 
read name: @SOMEREAD_7513, chromosome: Chromosome_2, strand: +, position: 47329 
read name: @SOMEREAD_2803, chromosome: Chromosome_1, strand: +, position: 196572 
read name: @SOMEREAD_7498, chromosome: Chromosome_2, strand: +, position: 42548 
read name: @SOMEREAD_436, chromosome: Chromosome_0, strand: +, position: 442910 
read name: @SOMEREAD_8195, chromosome: Chromosome_2, strand: +, position: 68187 
read name: @SOMEREAD_6977, chromosome: Chromosome_2, strand: +, position: 49587 
read name: @SOMEREAD_4062, chromosome: Chromosome_0, strand: +, position: 433995 
read name: @SOMEREAD_8156, chromosome: Chromosome_1, strand: +, position: 13017 
read name: @SOMEREAD_4473, chromosome: Chromosome_1, strand: +, position: 100018 
read name: @SOMEREAD_1291, chromosome: Chromosome_0, strand: +, position: 68922 
read name: @SOMEREAD_6879, chromosome: Chromosome_0, strand: +, position: 248613 
read name: @SOMEREAD_5341, chromosome: Chromosome_2, strand: +, position: 92940 
read name: @SOMEREAD_7214, chromosome: Chromosome_2, strand: +, position: 7251 
read name: @SOMEREAD_4375, chromosome: Chromosome_1, strand: +, position: 219761 
read name: @SOMEREAD_6966, chromosome: Chromosome_0, strand: +, position: 237180 
read name: @SOMEREAD_3636, chromosome: Chromosome_0, strand: +, position: 123462 
read name: @SOMEREAD_3751, chromosome: Chromosome_1, strand: +, position: 182397 
read name: @SOMEREAD_6452, chromosome: Chromosome_0, strand: +, position: 173051 
read name: @SOMEREAD_9683, chromosome: Chromosome_0, strand: +, position: 347494 
read name: @SOMEREAD_9738, chromosome: Chromosome_1, strand: +, position: 45978 
read name: @SOMEREAD_9495, chromosome: Chromosome_2, strand: +, position: 98767 
read name: @SOMEREAD_6509, chromosome: Chromosome_0, strand: +, position: 233476 
read name: @SOMEREAD_8912, chromosome: Chromosome_2, strand: +, position: 48994 
read name: @SOMEREAD_7153, chromosome: Chromosome_1, strand: +, position: 118649 
read name: @SOMEREAD_8803, chromosome: Chromosome_2, strand: +, position: 43605 
read name: @SOMEREAD_9634, chromosome: Chromosome_1, strand: +, position: 82194 
read name: @SOMEREAD_9206, chromosome: Chromosome_0, strand: +, position: 365663 
read name: @SOMEREAD_4629, chromosome: Chromosome_1, strand: +, position: 112011 
read name: @SOMEREAD_4574, chromosome: Chromosome_1, strand: +, position: 127335 
read name: @SOMEREAD_7577, chromosome: Chromosome_2, strand: +, position: 2594 
read name: @SOMEREAD_7299, chromosome: Chromosome_2, strand: +, position: 24377 
read name: @SOMEREAD_7398, chromosome: Chromosome_1, strand: +, position: 199675 
read name: @SOMEREAD_5234, chromosome: Chromosome_0, strand: +, position: 410538 
read name: @SOMEREAD_3314, chromosome: Chromosome_0, strand: +, position: 338576 
read name: @SOMEREAD_4236, chromosome: Chromosome_0, strand: +, position: 446279 
read name: @SOMEREAD_5346, chromosome: Chromosome_0, strand: +, position: 417130 
read name: @SOMEREAD_7075, chromosome: Chromosome_2, strand: +, position: 57545 
read name: @SOMEREAD_8765, chromosome: Chromosome_1, strand: +, position: 75609 
read name: @SOMEREAD_6559, chromosome: Chromosome_0, strand: +, position: 427973 
read name: @SOMEREAD_8146, chromosome: Chromosome_0, strand: +, position: 172867 
read name: @SOMEREAD_9415, chromosome: Chromosome_2, strand: +, position: 39396 
read name: @SOMEREAD_1307, chromosome: Chromosome_2, strand: +, position: 73839 
read name: @SOMEREAD_2122, chromosome: Chromosome_1, strand: +, position: 148090 
read name: @SOMEREAD_3456, chromosome: Chromosome_0, strand: +, position: 327511 
read name: @SOMEREAD_3884, chromosome: Chromosome_0, strand: +, position: 377223 
read name: @SOMEREAD_921, chromosome: Chromosome_1, strand: +, position: 101248 
read name: @SOMEREAD_6021, chromosome: Chromosome_2, strand: +, position: 48133 
read name: @SOMEREAD_8075, chromosome: Chromosome_1, strand: +, position: 103997 
read name: @SOMEREAD_1142, chromosome: Chromosome_0, strand: +, position: 415810 
read name: @SOMEREAD_1046, chromosome: Chromosome_1, strand: +, position: 190646 
read name: @SOMEREAD_4189, chromosome: Chromosome_2, strand: +, position: 10624 
read name: @SOMEREAD_9507, chromosome: Chromosome_1, strand: +, position: 192345 
read name: @SOMEREAD_5661, chromosome: Chromosome_2, strand: +, position: 86131 
read name: @SOMEREAD_6611, chromosome: Chromosome_2, strand: +, position: 49323 
read name: @SOMEREAD_6826, chromosome: Chromosome_1, strand: +, position: 40420 
read name: @SOMEREAD_2375, chromosome: Chromosome_0, strand: +, position: 277483 
read name: @SOMEREAD_1213, chromosome: Chromosome_2, strand: +, position: 11190 
read name: @SOMEREAD_4895, chromosome: Chromosome_1, strand: +, position: 135433 
read name: @SOMEREAD_358, chromosome: Chromosome_0, strand: +, position: 181663 
read name: @SOMEREAD_3934, chromosome: Chromosome_2, strand: +, position: 56141 
read name: @SOMEREAD_7986, chromosome: Chromosome_2, strand: +, position: 9363 
read name: @SOMEREAD_7960, chromosome: Chromosome_1, strand: +, position: 40807 
read name: @SOMEREAD_9793, chromosome: Chromosome_0, strand: +, position: 205006 
read name: @SOMEREAD_9790, chromosome: Chromosome_1, strand: +, position: 182703 
read name: @SOMEREAD_7480, chromosome: Chromosome_0, strand: +, position: 99824 
read name: @SOMEREAD_2467, chromosome: Chromosome_2, strand: +, position: 82805 
read name: @SOMEREAD_1238, chromosome: Chromosome_1, strand: +, position: 202320 
read name: @SOMEREAD_4565, chromosome: Chromosome_0, strand: +, position: 65004 
read name: @SOMEREAD_4386, chromosome: Chromosome_1, strand: +, position: 81271 
read name: @SOMEREAD_2717, chromosome: Chromosome_2, strand: +, position: 23708 
read name: @SOMEREAD_7229, chromosome: Chromosome_0, strand: +, position: 400665 
read name: @SOMEREAD_1633, chromosome: Chromosome_0, strand: +, position: 181091 
read name: @SOMEREAD_925, chromosome: Chromosome_0, strand: +, position: 39828 
read name: @SOMEREAD_6368, chromosome: Chromosome_2, strand: +, position: 51417 
read name: @SOMEREAD_1679, chromosome: Chromosome_1, strand: +, position: 214389 
read name: @SOMEREAD_4837, chromosome: Chromosome_2, strand: +, position: 795 
read name: @SOMEREAD_7585, chromosome: Chromosome_0, strand: +, position: 29037 
read name: @SOMEREAD_8430, chromosome: Chromosome_1, strand: +, position: 100796 
read name: @SOMEREAD_1316, chromosome: Chromosome_1, strand: +, position: 216673 
read name: @SOMEREAD_4440, chromosome: Chromosome_2, strand: +, position: 41129 
read name: @SOMEREAD_1513, chromosome: Chromosome_2, strand: +, position: 64192 
read name: @SOMEREAD_8010, chromosome: Chromosome_2, strand: +, position: 36263 
read name: @SOMEREAD_7909, chromosome: Chromosome_2, strand: +, position: 66478 
read name: @SOMEREAD_334, chromosome: Chromosome_2, strand: +, position: 92313 
read name: @SOMEREAD_1629, chromosome: Chromosome_0, strand: +, position: 348855 
read name: @SOMEREAD_8356, chromosome: Chromosome_1, strand: +, position: 159101 
read name: @SOMEREAD_7474, chromosome: Chromosome_0, strand: +, position: 175990 
read name: @SOMEREAD_868, chromosome: Chromosome_2, strand: +, position: 39279 
read name: @SOMEREAD_3199, chromosome: Chromosome_1, strand: +, position: 192359 
read name: @SOMEREAD_6329, chromosome: Chromosome_2, strand: +, position: 62341 
read name: @SOMEREAD_4589, chromosome: Chromosome_2, strand: +, position: 1126 
read name: @SOMEREAD_297, chromosome: Chromosome_0, strand: +, position: 47642 
read name: @SOMEREAD_4665, chromosome: Chromosome_2, strand: +, position: 30201 
read name: @SOMEREAD_1579, chromosome: Chromosome_2, strand: +, position: 1422 
read name: @SOMEREAD_2197, chromosome: Chromosome_0, strand: +, position: 298892 
read name: @SOMEREAD_2489, chromosome: Chromosome_0, strand: +, position: 91874 
read name: @SOMEREAD_1529, chromosome: Chromosome_2, strand: +, position: 74064 
read name: @SOMEREAD_7092, chromosome: Chromosome_0, strand: +, position: 288386 
read name: @SOMEREAD_6050, chromosome: Chromosome_0, strand: +, position: 279957 
read name: @SOMEREAD_5285, chromosome: Chromosome_2, strand: +, position: 64316 
read name: @SOMEREAD_404, chromosome: Chromosome_0, strand: +, position: 280645 
read name: @SOMEREAD_1164, chromosome: Chromosome_2, strand: +, position: 42904 
read name: @SOMEREAD_9963, chromosome: Chromosome_0, strand: +, position: 90966 
read name: @SOMEREAD_214, chromosome: Chromosome_0, strand: +, position: 176905 
read name: @SOMEREAD_6822, chromosome: Chromosome_0, strand: +, position: 169550 
read name: @SOMEREAD_2317, chromosome: Chromosome_2, strand: +, position: 7794 
read name: @SOMEREAD_5154, chromosome: Chromosome_2, strand: +, position: 7794 
read name: @SOMEREAD_7592, chromosome: Chromosome_1, strand: +, position: 79198 
read name: @SOMEREAD_8794, chromosome: Chromosome_1, strand: +, position: 72121 
read name: @SOMEREAD_1030, chromosome: Chromosome_2, strand: +, position: 81925 
read name: @SOMEREAD_521, chromosome: Chromosome_1, strand: +, position: 54808 
read name: @SOMEREAD_7672, chromosome: Chromosome_1, strand: +, position: 122950 
read name: @SOMEREAD_8652, chromosome: Chromosome_0, strand: +, position: 314715 
read name: @SOMEREAD_2531, chromosome: Chromosome_1, strand: +, position: 165451 
read name: @SOMEREAD_4526, chromosome: Chromosome_2, strand: +, position: 85969 
read name: @SOMEREAD_2573, chromosome: Chromosome_2, strand: +, position: 94821 
read name: @SOMEREAD_2284, chromosome: Chromosome_2, strand: +, position: 22194 
read name: @SOMEREAD_1812, chromosome: Chromosome_1, strand: +, position: 199872 
read name: @SOMEREAD_1393, chromosome: Chromosome_1, strand: +, position: 53739 
read name: @SOMEREAD_5966, chromosome: Chromosome_1, strand: +, position: 1521 
read name: @SOMEREAD_5785, chromosome: Chromosome_1, strand: +, position: 151031 
read name: @SOMEREAD_1269, chromosome: Chromosome_0, strand: +, position: 486084 
read name: @SOMEREAD_4289, chromosome: Chromosome_2, strand: +, position: 85387 
read name: @SOMEREAD_8087, chromosome: Chromosome_1, strand: +, position: 243545 
read name: @SOMEREAD_8220, chromosome: Chromosome_1, strand: +, position: 170133 
read name: @SOMEREAD_5366, chromosome: Chromosome_1, strand: +, position: 156410 
read name: @SOMEREAD_3793, chromosome: Chromosome_0, strand: +, position: 59619 
read name: @SOMEREAD_8465, chromosome: Chromosome_2, strand: +, position: 29091 
read name: @SOMEREAD_6427, chromosome: Chromosome_1, strand: +, position: 211769 
read name: @SOMEREAD_8145, chromosome: Chromosome_1, strand: +, position: 2568 
read name: @SOMEREAD_2166, chromosome: Chromosome_2, strand: +, position: 43239 
read name: @SOMEREAD_6281, chromosome: Chromosome_1, strand: +, position: 68878 
read name: @SOMEREAD_1315, chromosome: Chromosome_1, strand: +, position: 76437 
read name: @SOMEREAD_6153, chromosome: Chromosome_0, strand: +, position: 485573 
read name: @SOMEREAD_9136, chromosome: Chromosome_1, strand: +, position: 214332 
read name: @SOMEREAD_9563, chromosome: Chromosome_2, strand: +, position: 36805 
read name: @SOMEREAD_1169, chromosome: Chromosome_1, strand: +, position: 151318 
read name: @SOMEREAD_3150, chromosome: Chromosome_2, strand: +, position: 26036 
read name: @SOMEREAD_5947, chromosome: Chromosome_0, strand: +, position: 452042 
read name: @SOMEREAD_9672, chromosome: Chromosome_0, strand: +, position: 20510 
read name: @SOMEREAD_6904, chromosome: Chromosome_0, strand: +, position: 250000 
read name: @SOMEREAD_8085, chromosome: Chromosome_2, strand: +, position: 43135 
read name: @SOMEREAD_4983, chromosome: Chromosome_1, strand: +, position: 54566 
read name: @SOMEREAD_8584, chromosome: Chromosome_1, strand: +, position: 166750 
